id,name,address,info,img,score,weici
330,清华大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：633/2255,https://static-data.gaokao.cn/upload/logo/330.jpg,633,2255
104,中山大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：630/2533,https://static-data.gaokao.cn/upload/logo/104.jpg,630,2533
52,北京师范大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：630/2533,https://static-data.gaokao.cn/upload/logo/52.jpg,630,2533
48,北京邮电大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：630/2533,https://static-data.gaokao.cn/upload/logo/48.jpg,630,2533
1457,哈尔滨工业大学（威海）,山东威海市,物理类本科批普通类双一流最低分/最低位次：629/2609,https://static-data.gaokao.cn/upload/logo/1457.jpg,629,2609
109,东南大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：628/2711,https://static-data.gaokao.cn/upload/logo/109.jpg,628,2711
131,华东师范大学,上海市闵行区,物理类本科批普通类双一流最低分/最低位次：627/2814,https://static-data.gaokao.cn/upload/logo/131.jpg,627,2814
127,华中科技大学,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：626/2912,https://static-data.gaokao.cn/upload/logo/127.jpg,626,2912
130,上海财经大学,上海市杨浦区,物理类本科批普通类双一流最低分/最低位次：624/3142,https://static-data.gaokao.cn/upload/logo/130.jpg,624,3142
107,西北工业大学,陕西西安市,物理类本科批普通类双一流最低分/最低位次：624/3142,https://static-data.gaokao.cn/upload/logo/107.jpg,624,3142
102,厦门大学,福建厦门市,物理类本科批普通类双一流最低分/最低位次：623/3266,https://static-data.gaokao.cn/upload/logo/102.jpg,623,3266
566,中央财经大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：623/3266,https://static-data.gaokao.cn/upload/logo/566.jpg,623,3266
60,天津大学,天津市南开区,物理类本科批普通类双一流最低分/最低位次：622/3396,https://static-data.gaokao.cn/upload/logo/60.jpg,622,3396
138,大连理工大学,辽宁大连市,物理类本科批普通类双一流最低分/最低位次：621/3539,https://static-data.gaokao.cn/upload/logo/138.jpg,621,3539
57,西安电子科技大学,陕西西安市,物理类本科批普通类双一流最低分/最低位次：621/3539,https://static-data.gaokao.cn/upload/logo/57.jpg,621,3539
53,对外经济贸易大学,北京市朝阳区,物理类本科批普通类双一流最低分/最低位次：620/3673,https://static-data.gaokao.cn/upload/logo/53.jpg,620,3673
105,华南理工大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：613/4622,https://static-data.gaokao.cn/upload/logo/105.jpg,613,4622
569,中国政法大学,北京市昌平区,物理类本科批普通类双一流最低分/最低位次：609/5212,https://static-data.gaokao.cn/upload/logo/569.jpg,609,5212
38,北京交通大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：605/5898,https://static-data.gaokao.cn/upload/logo/38.jpg,605,5898
558,中国传媒大学,北京市朝阳区,物理类本科批普通类双一流最低分/最低位次：600/6806,https://static-data.gaokao.cn/upload/logo/558.jpg,600,6806
123,西安交通大学,陕西西安市,物理类本科批普通类双一流最低分/最低位次：633/2255,https://static-data.gaokao.cn/upload/logo/123.jpg,633,2255
99,四川大学,四川成都市,物理类本科批普通类双一流最低分/最低位次：596/7570,https://static-data.gaokao.cn/upload/logo/99.jpg,596,7570
39,北京外国语大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：596/7570,https://static-data.gaokao.cn/upload/logo/39.jpg,596,7570
1219,山东大学（威海）,山东威海市,物理类本科批普通类双一流最低分/最低位次：595/7761,https://static-data.gaokao.cn/upload/logo/1219.jpg,595,7761
160,南京邮电大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：595/7761,https://static-data.gaokao.cn/upload/logo/160.jpg,595,7761
44,湖南大学,湖南长沙市,物理类本科批普通类双一流最低分/最低位次：591/8574,https://static-data.gaokao.cn/upload/logo/44.jpg,591,8574
144,北京科技大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：590/8793,https://static-data.gaokao.cn/upload/logo/144.jpg,590,8793
136,上海外国语大学,上海市虹口区,物理类本科批普通类双一流最低分/最低位次：589/9013,https://static-data.gaokao.cn/upload/logo/136.jpg,589,9013
126,山东大学,山东济南市,物理类本科批普通类双一流最低分/最低位次：588/9265,https://static-data.gaokao.cn/upload/logo/126.jpg,588,9265
119,重庆大学,重庆市沙坪坝区,物理类本科批普通类双一流最低分/最低位次：584/10187,https://static-data.gaokao.cn/upload/logo/119.jpg,584,10187
576,中国人民公安大学,北京市西城区,物理类本科批普通类双一流最低分/最低位次：584/10187,https://static-data.gaokao.cn/upload/logo/576.jpg,584,10187
76,上海大学,上海市宝山区,物理类本科批普通类双一流最低分/最低位次：583/10429,https://static-data.gaokao.cn/upload/logo/76.jpg,583,10429
133,华东理工大学,上海市徐汇区,物理类本科批普通类双一流最低分/最低位次：581/10917,https://static-data.gaokao.cn/upload/logo/133.jpg,581,10917
45,中央民族大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：581/10917,https://static-data.gaokao.cn/upload/logo/45.jpg,581,10917
61,中国海洋大学,山东青岛市,物理类本科批普通类双一流最低分/最低位次：580/11199,https://static-data.gaokao.cn/upload/logo/61.jpg,580,11199
67,安徽大学,安徽合肥市,物理类本科批普通类双一流最低分/最低位次：580/11199,https://static-data.gaokao.cn/upload/logo/67.jpg,580,11199
166,南京信息工程大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：580/11199,https://static-data.gaokao.cn/upload/logo/166.jpg,580,11199
112,南京理工大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：580/11199,https://static-data.gaokao.cn/upload/logo/112.jpg,580,11199
556,北京化工大学,北京市朝阳区,物理类本科批普通类双一流最低分/最低位次：580/11199,https://static-data.gaokao.cn/upload/logo/556.jpg,580,11199
77,南京航空航天大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：578/11724,https://static-data.gaokao.cn/upload/logo/77.jpg,578,11724
124,中南大学,湖南长沙市,物理类本科批普通类双一流最低分/最低位次：578/11724,https://static-data.gaokao.cn/upload/logo/124.jpg,578,11724
134,东北大学,辽宁沈阳市,物理类本科批普通类双一流最低分/最低位次：578/11724,https://static-data.gaokao.cn/upload/logo/134.jpg,578,11724
573,北京协和医学院,北京市东城区,物理类本科批普通类双一流最低分/最低位次：578/11724,https://static-data.gaokao.cn/upload/logo/573.jpg,578,11724
117,中国药科大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：577/11983,https://static-data.gaokao.cn/upload/logo/117.jpg,577,11983
284,深圳大学,广东深圳市,物理类本科批普通类最低分/最低位次：576/12238,https://static-data.gaokao.cn/upload/logo/284.jpg,576,12238
128,武汉理工大学,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：576/12238,https://static-data.gaokao.cn/upload/logo/128.jpg,576,12238
72,安徽医科大学,安徽合肥市,物理类本科批普通类最低分/最低位次：576/12238,https://static-data.gaokao.cn/upload/logo/72.jpg,576,12238
122,吉林大学,吉林长春市,物理类本科批普通类双一流最低分/最低位次：576/12238,https://static-data.gaokao.cn/upload/logo/122.jpg,576,12238
101,西南财经大学,四川成都市,物理类本科批普通类双一流最低分/最低位次：575/12526,https://static-data.gaokao.cn/upload/logo/101.jpg,575,12526
414,中南财经政法大学,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：575/12526,https://static-data.gaokao.cn/upload/logo/414.jpg,575,12526
78,天津医科大学,天津市和平区,物理类本科批普通类双一流最低分/最低位次：575/12526,https://static-data.gaokao.cn/upload/logo/78.jpg,575,12526
831,华北电力大学,北京市昌平区,物理类本科批普通类双一流最低分/最低位次：575/12526,https://static-data.gaokao.cn/upload/logo/831.jpg,575,12526
1227,中国人民解放军陆军军医大学,重庆市沙坪坝区,物理类本科批普通类最低分/最低位次：574/12747,https://static-data.gaokao.cn/upload/logo/1227.jpg,574,12747
557,中国农业大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：574/12747,https://static-data.gaokao.cn/upload/logo/557.jpg,574,12747
135,东华大学,上海市松江区,物理类本科批普通类双一流最低分/最低位次：573/12990,https://static-data.gaokao.cn/upload/logo/135.jpg,573,12990
1218,东北大学秦皇岛分校,河北秦皇岛市,物理类本科批普通类双一流最低分/最低位次：573/12990,https://static-data.gaokao.cn/upload/logo/1218.jpg,573,12990
97,兰州大学,甘肃兰州市,物理类本科批普通类双一流最低分/最低位次：572/13261,https://static-data.gaokao.cn/upload/logo/97.jpg,572,13261
251,温州医科大学,浙江温州市,物理类本科批普通类最低分/最低位次：571/13548,https://static-data.gaokao.cn/upload/logo/251.jpg,571,13548
116,河海大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：570/13831,https://static-data.gaokao.cn/upload/logo/116.jpg,570,13831
589,首都师范大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：569/14108,https://static-data.gaokao.cn/upload/logo/589.jpg,569,14108
118,哈尔滨工程大学,黑龙江哈尔滨市,物理类本科批普通类双一流最低分/最低位次：578/11724,https://static-data.gaokao.cn/upload/logo/118.jpg,578,11724
50,辽宁大学,辽宁沈阳市,物理类本科批普通类双一流最低分/最低位次：565/15216,https://static-data.gaokao.cn/upload/logo/50.jpg,565,15216
832,中国石油大学（北京）,北京市昌平区,物理类本科批普通类双一流最低分/最低位次：564/15520,https://static-data.gaokao.cn/upload/logo/832.jpg,564,15520
51,西南交通大学,四川成都市,物理类本科批普通类双一流最低分/最低位次：563/15839,https://static-data.gaokao.cn/upload/logo/51.jpg,563,15839
115,南京师范大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：561/16442,https://static-data.gaokao.cn/upload/logo/115.jpg,561,16442
151,南京审计大学,江苏南京市,物理类本科批普通类最低分/最低位次：561/16442,https://static-data.gaokao.cn/upload/logo/151.jpg,561,16442
830,中国地质大学（北京）,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：561/16442,https://static-data.gaokao.cn/upload/logo/830.jpg,561,16442
106,暨南大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：559/17056,https://static-data.gaokao.cn/upload/logo/106.jpg,559,17056
229,东北财经大学,辽宁大连市,物理类本科批普通类最低分/最低位次：559/17056,https://static-data.gaokao.cn/upload/logo/229.jpg,559,17056
1075,成都医学院,四川成都市,物理类本科批普通类最低分/最低位次：557/17724,https://static-data.gaokao.cn/upload/logo/1075.jpg,557,17724
49,北京中医药大学,北京市朝阳区,物理类本科批普通类双一流最低分/最低位次：557/17724,https://static-data.gaokao.cn/upload/logo/49.jpg,557,17724
515,贵州医科大学,贵州贵阳市,物理类本科批普通类最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/515.jpg,556,18037
420,华中师范大学,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/420.jpg,556,18037
323,华东政法大学,上海市松江区,物理类本科批普通类最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/323.jpg,556,18037
318,上海对外经贸大学,上海市松江区,物理类本科批普通类最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/318.jpg,556,18037
230,中国医科大学,辽宁沈阳市,物理类本科批普通类最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/230.jpg,556,18037
591,华北电力大学保定校区,河北保定市,物理类本科批普通类双一流最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/591.jpg,556,18037
30,北京工业大学,北京市朝阳区,物理类本科批普通类双一流最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/30.jpg,556,18037
86,江南大学,江苏无锡市,物理类本科批普通类双一流最低分/最低位次：555/18368,https://static-data.gaokao.cn/upload/logo/86.jpg,555,18368
41,河北工业大学,天津市北辰区,物理类本科批普通类双一流最低分/最低位次：555/18368,https://static-data.gaokao.cn/upload/logo/41.jpg,555,18368
118,苏州大学,江苏苏州市,物理类本科批普通类双一流最低分/最低位次：565/15216,https://static-data.gaokao.cn/upload/logo/118.jpg,565,15216
103,福州大学,福建福州市,物理类本科批普通类双一流最低分/最低位次：554/18673,https://static-data.gaokao.cn/upload/logo/103.jpg,554,18673
37,西北大学,陕西西安市,物理类本科批普通类双一流最低分/最低位次：554/18673,https://static-data.gaokao.cn/upload/logo/37.jpg,554,18673
332,西北农林科技大学,陕西咸阳市,物理类本科批普通类双一流最低分/最低位次：554/18673,https://static-data.gaokao.cn/upload/logo/332.jpg,554,18673
98,华南师范大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：553/19023,https://static-data.gaokao.cn/upload/logo/98.jpg,553,19023
482,新乡医学院,河南新乡市,物理类本科批普通类最低分/最低位次：553/19023,https://static-data.gaokao.cn/upload/logo/482.jpg,553,19023
43,北京林业大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：553/19023,https://static-data.gaokao.cn/upload/logo/43.jpg,553,19023
113,南京农业大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：552/19358,https://static-data.gaokao.cn/upload/logo/113.jpg,552,19358
879,北京信息科技大学,北京市海淀区,物理类本科批普通类最低分/最低位次：552/19358,https://static-data.gaokao.cn/upload/logo/879.jpg,552,19358
162,南京中医药大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：551/19711,https://static-data.gaokao.cn/upload/logo/162.jpg,551,19711
1006,中国矿业大学（北京）,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：551/19711,https://static-data.gaokao.cn/upload/logo/1006.jpg,551,19711
121,中国地质大学（武汉）,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：550/20043,https://static-data.gaokao.cn/upload/logo/121.jpg,550,20043
62,郑州大学,河南郑州市,物理类本科批普通类双一流最低分/最低位次：550/20043,https://static-data.gaokao.cn/upload/logo/62.jpg,550,20043
655,上海海关学院,上海市浦东新区,物理类本科批普通类最低分/最低位次：549/20383,https://static-data.gaokao.cn/upload/logo/655.jpg,549,20383
3281,深圳技术大学,广东深圳市,物理类本科批普通类最低分/最低位次：548/20706,https://static-data.gaokao.cn/upload/logo/3281.jpg,548,20706
307,上海理工大学,上海市杨浦区,物理类本科批普通类最低分/最低位次：548/20706,https://static-data.gaokao.cn/upload/logo/307.jpg,548,20706
120,中国石油大学（华东）,山东青岛市,物理类本科批普通类双一流最低分/最低位次：547/21046,https://static-data.gaokao.cn/upload/logo/120.jpg,547,21046
168,南京医科大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：547/21046,https://static-data.gaokao.cn/upload/logo/168.jpg,547,21046
33,大连海事大学,辽宁大连市,物理类本科批普通类双一流最低分/最低位次：547/21046,https://static-data.gaokao.cn/upload/logo/33.jpg,547,21046
295,广州医科大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：546/21407,https://static-data.gaokao.cn/upload/logo/295.jpg,546,21407
36,长安大学,陕西西安市,物理类本科批普通类双一流最低分/最低位次：555/18368,https://static-data.gaokao.cn/upload/logo/36.jpg,555,18368
417,华中农业大学,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：545/21776,https://static-data.gaokao.cn/upload/logo/417.jpg,545,21776
376,西北政法大学,陕西西安市,物理类本科批普通类最低分/最低位次：544/22148,https://static-data.gaokao.cn/upload/logo/376.jpg,544,22148
960,南方医科大学,广东广州市,物理类本科批普通类最低分/最低位次：542/22909,https://static-data.gaokao.cn/upload/logo/960.jpg,542,22909
58,湖南师范大学,湖南长沙市,物理类本科批普通类双一流最低分/最低位次：540/23650,https://static-data.gaokao.cn/upload/logo/58.jpg,540,23650
934,西南大学,重庆市北碚区,物理类本科批普通类双一流最低分/最低位次：539/24024,https://static-data.gaokao.cn/upload/logo/934.jpg,539,24024
419,东北林业大学,黑龙江哈尔滨市,物理类本科批普通类双一流最低分/最低位次：539/24024,https://static-data.gaokao.cn/upload/logo/419.jpg,539,24024
142,东北师范大学,吉林长春市,物理类本科批普通类双一流最低分/最低位次：539/24024,https://static-data.gaokao.cn/upload/logo/142.jpg,539,24024
866,北京体育大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：539/24024,https://static-data.gaokao.cn/upload/logo/866.jpg,539,24024
317,上海电力大学,上海市杨浦区,物理类本科批普通类最低分/最低位次：538/24376,https://static-data.gaokao.cn/upload/logo/317.jpg,538,24376
1011,上海政法学院,上海市青浦区,物理类本科批普通类最低分/最低位次：536/25124,https://static-data.gaokao.cn/upload/logo/1011.jpg,536,25124
293,广州大学,广东广州市,物理类本科批普通类最低分/最低位次：534/25918,https://static-data.gaokao.cn/upload/logo/293.jpg,534,25918
3152,合肥工业大学宣城校区,安徽宣城市,物理类本科批普通类双一流最低分/最低位次：534/25918,https://static-data.gaokao.cn/upload/logo/3152.jpg,534,25918
2614,北京第二外国语学院,北京市朝阳区,物理类本科批普通类最低分/最低位次：534/25918,https://static-data.gaokao.cn/upload/logo/2614.jpg,534,25918
363,西安邮电大学,陕西西安市,物理类本科批普通类最低分/最低位次：534/25918,https://static-data.gaokao.cn/upload/logo/363.jpg,534,25918
240,宁波大学,浙江宁波市,物理类本科批普通类双一流最低分/最低位次：533/26287,https://static-data.gaokao.cn/upload/logo/240.jpg,533,26287
935,贵州大学,贵州贵阳市,物理类本科批普通类双一流最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/935.jpg,532,26664
504,海南大学,海南海口市,物理类本科批普通类双一流最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/504.jpg,532,26664
96,广西大学,广西南宁市,物理类本科批普通类双一流最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/96.jpg,532,26664
247,中国计量大学,浙江杭州市,物理类本科批普通类最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/247.jpg,532,26664
35,云南大学,云南昆明市,物理类本科批普通类双一流最低分/最低位次：546/21407,https://static-data.gaokao.cn/upload/logo/35.jpg,546,21407
570,华中农业大学,北京市海淀区,物理类本科批普通类最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/570.jpg,532,26664
294,广东医科大学,广东湛江市,物理类本科批普通类最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/294.jpg,530,27447
159,杭州电子科技大学,浙江杭州市,物理类本科批普通类最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/159.jpg,530,27447
169,南京林业大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/169.jpg,530,27447
137,东北农业大学,黑龙江哈尔滨市,物理类本科批普通类双一流最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/137.jpg,530,27447
875,首都经济贸易大学,北京市丰台区,物理类本科批普通类最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/875.jpg,530,27447
546,宁夏医科大学,宁夏银川市,物理类本科批普通类最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/546.jpg,530,27447
268,西南石油大学,四川成都市,物理类本科批普通类双一流最低分/最低位次：529/27853,https://static-data.gaokao.cn/upload/logo/268.jpg,529,27853
170,江苏大学,江苏镇江市,物理类本科批普通类最低分/最低位次：529/27853,https://static-data.gaokao.cn/upload/logo/170.jpg,529,27853
139,太原理工大学,山西太原市,物理类本科批普通类双一流最低分/最低位次：529/27853,https://static-data.gaokao.cn/upload/logo/139.jpg,529,27853
1352,四川警察学院,四川泸州市,物理类本科批普通类最低分/最低位次：528/28266,https://static-data.gaokao.cn/upload/logo/1352.jpg,528,28266
180,西南政法大学,重庆市渝北区,物理类本科批普通类最低分/最低位次：528/28266,https://static-data.gaokao.cn/upload/logo/180.jpg,528,28266
258,浙江财经大学,浙江杭州市,物理类本科批普通类最低分/最低位次：528/28266,https://static-data.gaokao.cn/upload/logo/258.jpg,528,28266
359,云南警官学院,云南昆明市,物理类本科批普通类最低分/最低位次：528/28266,https://static-data.gaokao.cn/upload/logo/359.jpg,528,28266
108,南昌大学,江西南昌市,物理类本科批普通类双一流最低分/最低位次：527/28698,https://static-data.gaokao.cn/upload/logo/108.jpg,527,28698
232,成都理工大学,四川成都市,物理类本科批普通类双一流最低分/最低位次：526/29103,https://static-data.gaokao.cn/upload/logo/232.jpg,526,29103
289,广州中医药大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：526/29103,https://static-data.gaokao.cn/upload/logo/289.jpg,526,29103
478,莆田学院,福建莆田市,物理类本科批普通类最低分/最低位次：526/29103,https://static-data.gaokao.cn/upload/logo/478.jpg,526,29103
110,中国矿业大学,江苏徐州市,物理类本科批普通类双一流最低分/最低位次：526/29103,https://static-data.gaokao.cn/upload/logo/110.jpg,526,29103
309,上海海洋大学,上海市浦东新区,物理类本科批普通类双一流最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/309.jpg,532,26664
595,河北师范大学,河北石家庄市,物理类本科批普通类最低分/最低位次：526/29103,https://static-data.gaokao.cn/upload/logo/595.jpg,526,29103
287,华南农业大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：525/29493,https://static-data.gaokao.cn/upload/logo/287.jpg,525,29493
434,武汉工程大学,湖北武汉市,物理类本科批普通类最低分/最低位次：525/29493,https://static-data.gaokao.cn/upload/logo/434.jpg,525,29493
